Heigh,Width,Year_w,currentBid,itemId,lotNumber,presaleEstimateHigh,presaleEstimateLow,priceRealised,startingBid,durationDays,saleUnif,isTitled,oil,ink,color,gouache,pastel,silver gelatin,chromogenic,charcoal,pigment,etching,leaf,leaves,Opaque pigments,pencil,acrylic,watercolor,pen,marble dust,scroll,engraving,mezzotint,aquatint,digital,casein,handmade paper,cardboard,lithograph,silkscreen,canvas,silk,print,prints,board,wove paper,masonite,paperboard,isSet,age,area,Style_American,Style_Asia,Style_China,Style_India,Style_Latin America,Style_Masters,Style_Nature,saleCurrency_GBP,saleCurrency_HKD,saleCurrency_USD,Year_s_2017,Year_s_2018,Year_s_2019,SP,Dow,t-bill,NASDAQ
99.2,82.4,1999.0,6000.0,56588,718,8000.0,6000.0,7500.0,5000.0,8,71567.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,19,8174.080000000001,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
108.0,108.0,1989.0,65000.0,56589,719,9000.0,7000.0,81250.0,4000.0,8,71567.65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,29,11664.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
55.6,63.5,1998.0,9500.0,56590,720,2000.0,1000.0,11875.0,1000.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,3530.6,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
27.5,30.7,1998.0,3000.0,56591,721,2000.0,1000.0,3750.0,1000.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,844.25,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
94.0,58.0,1984.0,4800.0,56592,722,7000.0,5000.0,6000.0,4500.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,34,5452.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
178.7,31.3,1989.0,4000.0,56593,723,5000.0,3000.0,5000.0,3000.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29,5593.31,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
91.0,41.0,1998.0,3500.0,56595,724,3000.0,2000.0,4375.0,2000.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,3731.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
67.5,96.3,2002.0,2800.0,56594,725,5000.0,3000.0,3500.0,1500.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16,6500.25,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
70.3,97.0,1998.0,2800.0,56596,726,2000.0,1000.0,3500.0,1000.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,20,6819.0999999999985,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
70.6,98.3,1999.0,3000.0,56597,727,2000.0,1000.0,3750.0,1000.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,19,6939.98,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
189.2,198.7,1989.0,1400.0,56598,728,5000.0,3000.0,1750.0,100.0,8,71567.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,29,37594.039999999986,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
71.8,50.5,2001.0,7000.0,56602,729,3000.0,2000.0,8750.0,2000.0,8,71567.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,17,3625.9,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
37.0,50.0,1998.0,300.0,56599,730,600.0,400.0,375.0,300.0,8,71567.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,20,1850.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
64.7,62.4,1998.0,400.0,56601,731,1000.0,800.0,500.0,400.0,8,71567.65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,20,4037.28,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
92.3,95.5,2004.0,1500.0,56600,732,3000.0,2000.0,1875.0,1500.0,8,71567.65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,14,8814.65,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
81.2,57.6,2002.0,3200.0,56608,739,3000.0,2000.0,4000.0,1500.0,8,71567.65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,16,4677.12,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
38.2,56.8,1970.0,2600.0,56612,741,5000.0,3000.0,3250.0,2600.0,8,71567.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,48,2169.76,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
46.2,45.0,1954.0,4500.0,56611,742,5000.0,3000.0,5625.0,3000.0,8,71567.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,64,2079.0,0,1,0,0,0,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
49.5,94.6,1961.0,14000.0,56984,1,12000.0,8000.0,17500.0,8000.0,12,92589.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,57,4682.7,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
32.3,41.9,1961.0,2400.0,56985,2,5000.0,3000.0,3000.0,2400.0,12,92589.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,57,1353.37,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
70.0,105.0,1952.0,3500.0,56988,4,6000.0,4000.0,4375.0,3200.0,12,92589.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,66,7350.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
36.2,52.0,1950.0,3200.0,56990,7,5000.0,3000.0,4000.0,2400.0,12,92589.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,68,1882.4,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
64.7,81.2,1958.0,14000.0,56989,8,6000.0,4000.0,17500.0,3200.0,12,92589.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,60,5253.64,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
40.0,49.5,1955.0,9000.0,56992,9,5000.0,3000.0,11250.0,3000.0,12,92589.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,63,1980.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
33.0,45.0,1948.0,9000.0,56994,10,5000.0,3000.0,11250.0,2400.0,12,92589.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,70,1485.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
21.5,35.5,1964.0,2400.0,56993,11,5000.0,3000.0,3000.0,2400.0,12,92589.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,54,763.25,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
76.2,34.2,1950.0,13000.0,56996,12,6000.0,4000.0,16250.0,4000.0,12,92589.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,68,2606.0400000000004,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
36.5,36.5,1964.0,4200.0,56995,13,6000.0,4000.0,5250.0,3200.0,12,92589.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,54,1332.25,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
33.6,26.6,1940.0,3000.0,56998,14,5000.0,3000.0,3750.0,2400.0,12,92589.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,78,893.7600000000001,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
27.3,21.0,1967.0,4500.0,57000,15,6000.0,4000.0,5625.0,4000.0,12,92589.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,51,573.3000000000002,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
26.0,20.9,1958.0,2400.0,57003,18,5000.0,3000.0,3000.0,2400.0,12,92589.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,60,543.4,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
35.5,27.9,1924.0,8000.0,56999,19,12000.0,8000.0,10000.0,8000.0,12,92589.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,94,990.45,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
12.5,21.5,1967.0,1500.0,57004,20,2500.0,1500.0,1875.0,1500.0,12,92589.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,51,268.75,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
43.1,55.8,1947.0,7500.0,57011,22,4000.0,3000.0,9375.0,3000.0,12,92589.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,71,2404.98,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
28.5,20.3,1978.0,2400.0,57009,26,5000.0,3000.0,3000.0,2400.0,12,92589.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,40,578.5500000000002,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
30.2,30.2,1936.0,1600.0,57017,29,4000.0,2000.0,2000.0,1500.0,12,92589.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,82,912.04,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
81.0,100.0,1969.0,13000.0,57007,33,22000.0,16000.0,16250.0,12000.0,12,92589.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,49,8100.0,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
100.3,79.4,1967.0,11000.0,57022,37,15000.0,10000.0,13750.0,8000.0,12,92589.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,51,7963.8200000000015,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
36.9,27.3,1962.0,6500.0,57010,38,4000.0,3000.0,8125.0,500.0,12,92589.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,56,1007.37,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
14.9,11.4,1928.0,6000.0,57023,39,12000.0,8000.0,7500.0,6000.0,12,92589.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,90,169.86,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
60.9,81.2,1992.0,15000.0,57025,40,15000.0,10000.0,18750.0,8000.0,12,92589.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,26,4945.08,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
30.5,25.1,1960.0,60000.0,57028,43,60000.0,40000.0,75000.0,40000.0,12,92589.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,58,765.5500000000002,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
50.8,71.1,1931.0,18000.0,57034,44,22000.0,18000.0,22500.0,18000.0,12,92589.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,87,3611.88,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
88.9,109.2,1931.0,18000.0,57030,45,22000.0,18000.0,22500.0,18000.0,12,92589.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,87,9707.88,0,0,0,0,1,0,0,0,0,1,0,1,0,2648.05,24163.15,2.789,7066.27
76.0,56.0,2003.0,26000.0,56648,601,32000.0,24000.0,32500.0,24000.0,7,329542.94999999995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.0,15,4256.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
36.0,52.0,2009.0,12000.0,56646,603,25000.0,15000.0,15000.0,12000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,1872.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
41.0,53.3,1995.0,20000.0,56647,604,30000.0,20000.0,25000.0,20000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,23,2185.3,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
25.0,50.7,2003.0,100000.0,56649,605,200000.0,100000.0,125000.0,100000.0,7,329542.94999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,15,1267.5,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
69.0,56.0,2012.0,50000.0,56705,606,60000.0,40000.0,62500.0,40000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6,3864.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
50.8,48.0,1995.0,24000.0,56720,607,55000.0,24000.0,30000.0,24000.0,7,329542.94999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,23,2438.4,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
60.0,50.0,1962.0,50000.0,56651,608,100000.0,50000.0,62500.0,50000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,56,3000.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
35.0,47.0,1967.0,24000.0,56704,609,36000.0,16000.0,30000.0,12000.0,7,329542.94999999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,51,1645.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
76.0,56.0,1992.0,38000.0,56650,610,50000.0,25000.0,47500.0,20000.0,7,329542.94999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,26,4256.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
45.0,60.4,1969.0,160000.0,56703,611,90000.0,70000.0,200000.0,65000.0,7,329542.94999999995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49,2718.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
30.8,41.5,1970.0,13000.0,56652,613,25000.0,15000.0,16250.0,10000.0,7,329542.94999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,48,1278.2,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
29.5,56.0,1963.0,26000.0,56653,614,40000.0,24000.0,32500.0,24000.0,7,329542.94999999995,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,55,1652.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
43.0,85.0,1972.0,28000.0,56656,615,25000.0,15000.0,35000.0,8000.0,7,329542.94999999995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46,3655.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
43.0,43.0,1972.0,13000.0,56657,616,25000.0,15000.0,16250.0,8000.0,7,329542.94999999995,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46,1849.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
40.0,80.0,1950.0,42000.0,56655,617,60000.0,40000.0,52500.0,30000.0,7,329542.94999999995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,68,3200.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
104.0,79.0,1969.0,15000.0,56658,618,25000.0,15000.0,18750.0,15000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,49,8216.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
50.8,48.0,2005.0,2800.0,56659,619,80000.0,60000.0,3500.0,1000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,13,2438.4,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
41.2,27.0,1989.0,35000.0,56706,621,50000.0,35000.0,43750.0,35000.0,7,329542.94999999995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,29,1112.4,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
46.0,38.0,1992.0,26000.0,56719,622,40000.0,26000.0,32500.0,26000.0,7,329542.94999999995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,26,1748.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
210.0,281.0,2007.0,26000.0,56664,627,120000.0,80000.0,32500.0,1000.0,7,329542.94999999995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,11,59010.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
210.0,281.0,2007.0,11000.0,56666,628,120000.0,80000.0,13750.0,1000.0,7,329542.94999999995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,11,59010.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
82.5,102.5,2007.0,8000.0,56665,629,12000.0,8000.0,10000.0,8000.0,7,329542.94999999995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,8456.25,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
82.5,102.5,2007.0,8000.0,56668,630,12000.0,8000.0,10000.0,8000.0,7,329542.94999999995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,8456.25,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
82.5,102.0,2007.0,8000.0,56667,631,12000.0,8000.0,10000.0,8000.0,7,329542.94999999995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11,8415.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
36.5,54.5,1930.0,45000.0,56670,632,55000.0,35000.0,56250.0,35000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,88,1989.25,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
35.5,27.0,1929.0,10000.0,56669,633,20000.0,10000.0,12500.0,10000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,89,958.5,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
38.0,55.0,1967.0,28000.0,56674,634,40000.0,28000.0,35000.0,28000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,51,2090.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
15.1,28.0,1987.0,160000.0,56708,635,200000.0,120000.0,200000.0,120000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,31,422.8,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
32.0,49.0,1908.0,20000.0,56672,639,40000.0,20000.0,25000.0,20000.0,7,329542.94999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,110,1568.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
36.0,52.0,1952.0,40000.0,56710,640,60000.0,40000.0,50000.0,40000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,66,1872.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
75.0,56.0,1988.0,32000.0,56675,641,40000.0,24000.0,40000.0,24000.0,7,329542.94999999995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,30,4200.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2648.05,24163.15,2.789,7066.27
